age,code,company,gender,job,name
50岁,601077,重庆农村商业银行股份有限公司,女,副行长,舒静
43岁,601077,重庆农村商业银行股份有限公司,男,副行长,高嵩
33岁,601028,山东玉龙黄金股份有限公司,男,职工监事,孟鲁生
64岁,601028,山东玉龙黄金股份有限公司,男,总经理,李振川
35岁,601028,山东玉龙黄金股份有限公司,男,董事会秘书,王振东
47岁,601028,山东玉龙黄金股份有限公司,男,副总经理,卢奋奇
39岁,601010,文峰大世界连锁发展股份有限公司,男,"董事长,董事",贾云博
47岁,601007,金陵饭店股份有限公司,女,"董事长,董事",李茜
51岁,601015,陕西黑猫焦化股份有限公司,男,"董事长,董事",张林兴
58岁,601018,宁波舟山港股份有限公司,男,"董事长,董事",毛剑宏
59岁,601009,南京银行股份有限公司,男,"董事长,执行董事",胡升荣
55岁,601012,隆基绿能科技股份有限公司,男,"董事长,董事",钟宝申
48岁,601016,中节能风力发电股份有限公司,男,独立董事,王志成
59岁,601016,中节能风力发电股份有限公司,男,监事会主席,沈坚
34岁,601016,中节能风力发电股份有限公司,男,监事,李佳峰
44岁,601016,中节能风力发电股份有限公司,男,职工监事,张治平
59岁,601016,中节能风力发电股份有限公司,男,总经理,刘斌
58岁,601016,中节能风力发电股份有限公司,男,董事会秘书,罗杰
51岁,601016,中节能风力发电股份有限公司,男,副总经理,张华耀
31岁,601011,宝泰隆新材料股份有限公司,男,"副董事长,董事",焦强
58岁,601011,宝泰隆新材料股份有限公司,男,董事,李清涛
54岁,601011,宝泰隆新材料股份有限公司,男,董事,常万昌
53岁,601011,宝泰隆新材料股份有限公司,男,董事,秦怀
57岁,601011,宝泰隆新材料股份有限公司,男,独立董事,于成
51岁,601011,宝泰隆新材料股份有限公司,女,独立董事,王雪莲
64岁,601011,宝泰隆新材料股份有限公司,男,独立董事,杨忠臣
45岁,601011,宝泰隆新材料股份有限公司,女,监事会主席,张瑾
56岁,601011,宝泰隆新材料股份有限公司,女,监事,宋淑琴
46岁,601028,山东玉龙黄金股份有限公司,男,"副总经理,财务负责人",刘锋玉
39岁,601028,山东玉龙黄金股份有限公司,男,副总经理,梁海涛
39岁,601028,山东玉龙黄金股份有限公司,男,"总工程师,安全总监",颜秉超
38岁,601028,山东玉龙黄金股份有限公司,男,矿业总监,高峰
38岁,601010,文峰大世界连锁发展股份有限公司,男,董事,缪喆
58岁,601010,文峰大世界连锁发展股份有限公司,男,董事,王钺
42岁,601010,文峰大世界连锁发展股份有限公司,男,董事,黄明轩
40岁,601010,文峰大世界连锁发展股份有限公司,男,董事,闵振宇
66岁,601007,金陵饭店股份有限公司,男,董事,陶彬彦
59岁,601007,金陵饭店股份有限公司,男,董事,金美成
46岁,601007,金陵饭店股份有限公司,男,董事,陈建伟
55岁,601007,金陵饭店股份有限公司,男,董事,陈仲扬
48岁,601007,金陵饭店股份有限公司,男,董事,刘涛
59岁,601007,金陵饭店股份有限公司,男,独立董事,沈坤荣
60岁,601007,金陵饭店股份有限公司,男,独立董事,成志明
34岁,601015,陕西黑猫焦化股份有限公司,男,董事,李斌
52岁,601015,陕西黑猫焦化股份有限公司,女,董事,刘芬燕
35岁,601015,陕西黑猫焦化股份有限公司,男,董事,李朋
59岁,601015,陕西黑猫焦化股份有限公司,男,董事,贾西平
50岁,601015,陕西黑猫焦化股份有限公司,男,董事,乔继岗
60岁,601015,陕西黑猫焦化股份有限公司,男,独立董事,张学华
39岁,601015,陕西黑猫焦化股份有限公司,女,独立董事,贾茜
67岁,601015,陕西黑猫焦化股份有限公司,男,独立董事,乔士坤
51岁,601015,陕西黑猫焦化股份有限公司,男,监事会主席,范小艺
40岁,601015,陕西黑猫焦化股份有限公司,男,监事,程浪辉
60岁,601018,宁波舟山港股份有限公司,男,董事,宫黎明
51岁,601018,宁波舟山港股份有限公司,男,董事,石焕挺
51岁,601018,宁波舟山港股份有限公司,男,董事,丁送平
56岁,601018,宁波舟山港股份有限公司,男,董事,金星
58岁,601018,宁波舟山港股份有限公司,男,董事,张乙明
56岁,601018,宁波舟山港股份有限公司,男,董事,陈志昂
54岁,601018,宁波舟山港股份有限公司,男,董事,严俊
56岁,601018,宁波舟山港股份有限公司,男,独立董事,冯博
63岁,601018,宁波舟山港股份有限公司,男,独立董事,吕靖
60岁,601009,南京银行股份有限公司,男,董事,徐益民
54岁,601009,南京银行股份有限公司,女,董事,陈峥
58岁,601009,南京银行股份有限公司,男,董事,杨伯豪
48岁,601009,南京银行股份有限公司,女,董事,刘丽妮
51岁,601009,南京银行股份有限公司,女,董事,于兰英
58岁,601009,南京银行股份有限公司,男,独立董事,沈永明
54岁,601012,隆基绿能科技股份有限公司,男,董事,李振国
55岁,601012,隆基绿能科技股份有限公司,女,董事,刘学文
66岁,601012,隆基绿能科技股份有限公司,男,董事,王志纲
35岁,601012,隆基绿能科技股份有限公司,男,董事,白忠学
47岁,601012,隆基绿能科技股份有限公司,男,董事,田野
44岁,601012,隆基绿能科技股份有限公司,男,独立董事,陆毅
61岁,601012,隆基绿能科技股份有限公司,女,独立董事,郭菊娥
53岁,601012,隆基绿能科技股份有限公司,男,独立董事,徐珊
54岁,601016,中节能风力发电股份有限公司,男,副总经理,贾锐
48岁,601016,中节能风力发电股份有限公司,男,副总经理,郭毅
45岁,601016,中节能风力发电股份有限公司,女,总会计师,郑彩霞
31岁,601011,宝泰隆新材料股份有限公司,女,职工监事,冯帆
58岁,601011,宝泰隆新材料股份有限公司,男,总裁,李清涛
54岁,601011,宝泰隆新材料股份有限公司,男,"副总裁,财务总监",常万昌
53岁,601011,宝泰隆新材料股份有限公司,男,副总裁,秦怀
49岁,601011,宝泰隆新材料股份有限公司,男,"副总裁,安全总监",边兴海
51岁,601008,江苏连云港港口股份有限公司,男,"董事长,董事",杨龙
56岁,601010,文峰大世界连锁发展股份有限公司,男,董事,孙一宁
63岁,601010,文峰大世界连锁发展股份有限公司,男,独立董事,周崇庆
40岁,601010,文峰大世界连锁发展股份有限公司,男,独立董事,刘思培
38岁,601010,文峰大世界连锁发展股份有限公司,女,独立董事,左士萍
61岁,601010,文峰大世界连锁发展股份有限公司,男,监事会主席,杨建华
42岁,601010,文峰大世界连锁发展股份有限公司,男,监事,汤平
52岁,601010,文峰大世界连锁发展股份有限公司,女,职工监事,单美芹
38岁,601010,文峰大世界连锁发展股份有限公司,男,总经理,缪喆
65岁,601007,金陵饭店股份有限公司,男,独立董事,周俭骏
57岁,601007,金陵饭店股份有限公司,女,独立董事,虞丽新
57岁,601007,金陵饭店股份有限公司,男,监事会主席,王长明
48岁,601007,金陵饭店股份有限公司,女,监事,刘飞燕
50岁,601007,金陵饭店股份有限公司,女,职工监事,曹芳
38岁,601007,金陵饭店股份有限公司,男,董事会秘书,刘羽欣
53岁,601007,金陵饭店股份有限公司,男,副总经理,张胜新
37岁,601015,陕西黑猫焦化股份有限公司,男,监事,李博
38岁,601015,陕西黑猫焦化股份有限公司,女,职工监事,刘月
46岁,601015,陕西黑猫焦化股份有限公司,男,职工监事,杨宏涛
51岁,601015,陕西黑猫焦化股份有限公司,男,总经理,张林兴
34岁,601015,陕西黑猫焦化股份有限公司,男,董事会秘书,李斌
52岁,601015,陕西黑猫焦化股份有限公司,女,"副总经理,财务总监",刘芬燕
57岁,601015,陕西黑猫焦化股份有限公司,女,"副总经理,总工程师",王艾荣
39岁,601015,陕西黑猫焦化股份有限公司,男,副总经理,孙鹏
59岁,601018,宁波舟山港股份有限公司,男,独立董事,肖汉斌
60岁,601018,宁波舟山港股份有限公司,男,独立董事,赵永清
53岁,601018,宁波舟山港股份有限公司,男,独立董事,于永生
49岁,601018,宁波舟山港股份有限公司,男,独立董事,潘士远
52岁,601018,宁波舟山港股份有限公司,男,监事会主席,徐渊峰
60岁,601018,宁波舟山港股份有限公司,男,监事,金国平
54岁,601018,宁波舟山港股份有限公司,男,监事,潘锡忠
49岁,601018,宁波舟山港股份有限公司,男,职工监事,林朝军
57岁,601018,宁波舟山港股份有限公司,男,职工监事,胡耀华
56岁,601003,柳州钢铁股份有限公司,男,"董事长,董事",陈有升
58岁,601009,南京银行股份有限公司,女,独立董事,强莹
62岁,601009,南京银行股份有限公司,女,独立董事,余瑞玉
44岁,601009,南京银行股份有限公司,男,独立董事,俞红海
57岁,601009,南京银行股份有限公司,男,监事长,吕冬阳
44岁,601012,隆基绿能科技股份有限公司,男,监事会主席,秦永波
64岁,601012,隆基绿能科技股份有限公司,女,监事,杨筱萍
35岁,601012,隆基绿能科技股份有限公司,男,职工监事,付永飞
54岁,601012,隆基绿能科技股份有限公司,男,总经理,李振国
50岁,601012,隆基绿能科技股份有限公司,男,董事会秘书,刘晓东
55岁,601012,隆基绿能科技股份有限公司,女,财务总监,刘学文
54岁,601008,江苏连云港港口股份有限公司,男,"副董事长,董事",王新文
48岁,601008,江苏连云港港口股份有限公司,男,董事,李兵
48岁,601008,江苏连云港港口股份有限公司,女,董事,南岚
48岁,601008,江苏连云港港口股份有限公司,男,董事,杨彦文
49岁,601008,江苏连云港港口股份有限公司,男,董事,尚锐
43岁,601008,江苏连云港港口股份有限公司,男,独立董事,沈红波
49岁,601008,江苏连云港港口股份有限公司,男,独立董事,倪受彬
51岁,601008,江苏连云港港口股份有限公司,男,独立董事,侯剑
54岁,601008,江苏连云港港口股份有限公司,男,监事会主席,孙中华
34岁,601010,文峰大世界连锁发展股份有限公司,女,董事会秘书,何兰红
58岁,601010,文峰大世界连锁发展股份有限公司,男,副总经理,王钺
55岁,601010,文峰大世界连锁发展股份有限公司,男,副总经理,成智华
58岁,601010,文峰大世界连锁发展股份有限公司,男,副总经理,戴振斌
54岁,601007,金陵饭店股份有限公司,男,副总经理,杨晓岗
52岁,601007,金陵饭店股份有限公司,女,副总经理,张萍
40岁,601007,金陵饭店股份有限公司,男,副总经理,秦琅琅
55岁,601007,金陵饭店股份有限公司,男,财务负责人,史红伟
60岁,601018,宁波舟山港股份有限公司,男,总经理,宫黎明
56岁,601018,宁波舟山港股份有限公司,男,董事会秘书,蒋伟
51岁,601018,宁波舟山港股份有限公司,男,副总经理,石焕挺
51岁,601018,宁波舟山港股份有限公司,男,副总经理,丁送平
52岁,601018,宁波舟山港股份有限公司,男,副总经理,任小波
55岁,601003,柳州钢铁股份有限公司,男,董事,刘流
51岁,601003,柳州钢铁股份有限公司,男,董事,韦军尤
39岁,601003,柳州钢铁股份有限公司,男,董事,吴丹伟
49岁,601003,柳州钢铁股份有限公司,男,董事,王文辉
60岁,601003,柳州钢铁股份有限公司,男,独立董事,胡振华
66岁,601003,柳州钢铁股份有限公司,男,独立董事,吕智
51岁,601003,柳州钢铁股份有限公司,女,独立董事,池昭梅
60岁,601003,柳州钢铁股份有限公司,女,独立董事,罗琦
59岁,601009,南京银行股份有限公司,男,监事,刘启连
51岁,601009,南京银行股份有限公司,女,外部监事,马淼
51岁,601009,南京银行股份有限公司,女,外部监事,徐月萍
55岁,601009,南京银行股份有限公司,男,监事,王家春
50岁,601009,南京银行股份有限公司,男,外部监事,王家华
50岁,601009,南京银行股份有限公司,男,职工监事,郭俊
44岁,601009,南京银行股份有限公司,男,职工监事,戚梦然
52岁,601009,南京银行股份有限公司,男,"董事会秘书,副行长",江志纯
54岁,601009,南京银行股份有限公司,男,副行长,朱钢
54岁,601009,南京银行股份有限公司,男,副行长,周文凯
59岁,601005,重庆钢铁股份有限公司,男,"董事长,董事",张文学
67岁,601002,晋亿实业股份有限公司,男,"董事长,董事",蔡永龙
56岁,601008,江苏连云港港口股份有限公司,男,监事,甘爱民
42岁,601008,江苏连云港港口股份有限公司,男,监事,周炀
47岁,601008,江苏连云港港口股份有限公司,男,职工监事,李平
47岁,601008,江苏连云港港口股份有限公司,男,职工监事,邓新
48岁,601008,江苏连云港港口股份有限公司,男,总经理,李兵
54岁,600999,招商证券股份有限公司,男,"董事长,董事",霍达
58岁,601006,大秦铁路股份有限公司,男,"董事长,董事",包楚雄
52岁,601010,文峰大世界连锁发展股份有限公司,男,副总经理,朱华云
52岁,601010,文峰大世界连锁发展股份有限公司,女,副总经理,顾晏
42岁,601010,文峰大世界连锁发展股份有限公司,男,财务总监,黄明轩
50岁,601003,柳州钢铁股份有限公司,男,监事会主席,赖懿
54岁,601003,柳州钢铁股份有限公司,男,监事,甘牧原
51岁,601003,柳州钢铁股份有限公司,男,监事,阮志勇
51岁,601003,柳州钢铁股份有限公司,男,监事,莫朝兴
47岁,601003,柳州钢铁股份有限公司,男,职工监事,涂生安
55岁,601003,柳州钢铁股份有限公司,男,总经理,刘流
54岁,601003,柳州钢铁股份有限公司,男,"董事会秘书,副总经理",裴侃
51岁,601003,柳州钢铁股份有限公司,男,副总经理,韦军尤
58岁,601009,南京银行股份有限公司,男,副行长,刘恩奇
49岁,601009,南京银行股份有限公司,男,副行长,米乐
58岁,601009,南京银行股份有限公司,男,副行长,周洪生
56岁,601009,南京银行股份有限公司,男,副行长,宋清松
57岁,601005,重庆钢铁股份有限公司,男,"副董事长,董事",宋德安
50岁,601005,重庆钢铁股份有限公司,男,董事,谢志雄
48岁,601005,重庆钢铁股份有限公司,男,董事,邹安
50岁,601005,重庆钢铁股份有限公司,男,董事,赖晓敏
48岁,601005,重庆钢铁股份有限公司,男,董事,周平
42岁,601005,重庆钢铁股份有限公司,男,独立董事,郭杰斌
52岁,601005,重庆钢铁股份有限公司,男,独立董事,盛学军
42岁,601005,重庆钢铁股份有限公司,男,独立董事,张金若
47岁,601005,重庆钢铁股份有限公司,男,监事会主席,吴小平
49岁,601005,重庆钢铁股份有限公司,男,监事,李怀东
42岁,601002,晋亿实业股份有限公司,男,董事,蔡晋彰
64岁,601002,晋亿实业股份有限公司,女,董事,蔡林玉华
62岁,601002,晋亿实业股份有限公司,男,董事,欧元程
60岁,601002,晋亿实业股份有限公司,女,董事,薛玲
56岁,601002,晋亿实业股份有限公司,男,独立董事,张惠忠
64岁,601002,晋亿实业股份有限公司,男,独立董事,范黎明
45岁,601002,晋亿实业股份有限公司,男,独立董事,陈喜昌
59岁,601002,晋亿实业股份有限公司,女,监事会主席,陈锡缓
50岁,601002,晋亿实业股份有限公司,男,监事,沈卫良
49岁,601008,江苏连云港港口股份有限公司,男,董事会秘书,沙晓春
56岁,601008,江苏连云港港口股份有限公司,男,副总经理,顾守宇
57岁,601008,江苏连云港港口股份有限公司,男,副总经理,武宜友
40岁,601008,江苏连云港港口股份有限公司,女,财务总监,徐云
57岁,600999,招商证券股份有限公司,男,董事,吴宗敏
49岁,600999,招商证券股份有限公司,女,董事,彭磊
53岁,600999,招商证券股份有限公司,男,董事,王文
54岁,600999,招商证券股份有限公司,男,董事,高宏
55岁,600999,招商证券股份有限公司,男,董事,邓伟栋
54岁,600999,招商证券股份有限公司,女,董事,苏敏
53岁,600999,招商证券股份有限公司,男,董事,黄坚
58岁,600999,招商证券股份有限公司,男,董事,刘威武
47岁,601006,大秦铁路股份有限公司,男,"副董事长,董事",王道阔
57岁,601006,大秦铁路股份有限公司,男,董事,韩洪臣
50岁,601006,大秦铁路股份有限公司,女,董事,张利荣
59岁,601006,大秦铁路股份有限公司,男,董事,田惠民
53岁,601006,大秦铁路股份有限公司,男,董事,杨文胜
57岁,601006,大秦铁路股份有限公司,男,职工董事,齐志勇
55岁,601006,大秦铁路股份有限公司,男,独立董事,郝生跃
64岁,601006,大秦铁路股份有限公司,男,独立董事,许光建
51岁,601006,大秦铁路股份有限公司,女,独立董事,樊燕萍
40岁,600998,九州通医药集团股份有限公司,男,"董事长,董事",刘长云
56岁,601001,晋能控股山西煤业股份有限公司,男,"董事长,董事",王存权
39岁,601003,柳州钢铁股份有限公司,男,副总经理,吴丹伟
46岁,601003,柳州钢铁股份有限公司,男,副总经理,吴庆翾
45岁,601003,柳州钢铁股份有限公司,女,总会计师,石柳元
57岁,601009,南京银行股份有限公司,男,副行长,陈晓江
46岁,601009,南京银行股份有限公司,男,派驻纪检监察组组长,陈谐
51岁,601009,南京银行股份有限公司,男,首席信息官,余宣杰
48岁,601005,重庆钢铁股份有限公司,男,监事,朱兴安
60岁,601005,重庆钢铁股份有限公司,男,职工监事,张理全
59岁,601005,重庆钢铁股份有限公司,男,职工监事,周亚平
50岁,601005,重庆钢铁股份有限公司,男,总裁,谢志雄
48岁,601005,重庆钢铁股份有限公司,男,"董事会秘书,副总经理",邹安
41岁,601005,重庆钢铁股份有限公司,男,副总经理,谢超
51岁,601005,重庆钢铁股份有限公司,男,副总经理,张永忠
49岁,601005,重庆钢铁股份有限公司,男,高级副总裁,孟文旺
45岁,601002,晋亿实业股份有限公司,男,监事,任家贵
42岁,601002,晋亿实业股份有限公司,男,总经理,蔡晋彰
64岁,601002,晋亿实业股份有限公司,女,副总经理,蔡林玉华
50岁,601000,唐山港集团股份有限公司,男,"董事长,董事",宣国宝
51岁,600999,招商证券股份有限公司,男,独立董事,向华
46岁,600999,招商证券股份有限公司,男,独立董事,熊伟
63岁,600999,招商证券股份有限公司,男,独立非执行董事,汪棣
55岁,600999,招商证券股份有限公司,男,独立董事,肖厚发
68岁,600999,招商证券股份有限公司,男,独立董事,胡鸿高
53岁,600999,招商证券股份有限公司,女,监事会主席,周语菡
56岁,600999,招商证券股份有限公司,男,监事,邹群
49岁,600999,招商证券股份有限公司,男,监事,王章为
54岁,600999,招商证券股份有限公司,男,监事,马蕴春
50岁,601006,大秦铁路股份有限公司,男,独立董事,陈磊
47岁,601006,大秦铁路股份有限公司,男,监事会主席,于峰
52岁,601006,大秦铁路股份有限公司,男,监事,杨杰
57岁,601006,大秦铁路股份有限公司,男,监事,张永青
54岁,601006,大秦铁路股份有限公司,男,监事,谷天野
51岁,601006,大秦铁路股份有限公司,男,职工监事,李林军
58岁,601006,大秦铁路股份有限公司,男,职工监事,吕建军
59岁,601006,大秦铁路股份有限公司,男,职工监事,宋建中
57岁,601006,大秦铁路股份有限公司,男,总经理,韩洪臣
47岁,600998,九州通医药集团股份有限公司,男,"副董事长,董事",刘登攀
44岁,600998,九州通医药集团股份有限公司,4,"副董事长,董事",龚翼华
62岁,600998,九州通医药集团股份有限公司,男,"副董事长,董事",刘兆年
36岁,600998,九州通医药集团股份有限公司,男,董事,贺威
60岁,600998,九州通医药集团股份有限公司,男,董事,王琦
49岁,600998,九州通医药集团股份有限公司,男,董事,吴雪松
63岁,600998,九州通医药集团股份有限公司,男,独立董事,艾华
55岁,601001,晋能控股山西煤业股份有限公司,男,"副董事长,董事",朱海月
54岁,601001,晋能控股山西煤业股份有限公司,男,"副董事长,董事",谷敬煊
56岁,601001,晋能控股山西煤业股份有限公司,男,董事,赵杰
53岁,601001,晋能控股山西煤业股份有限公司,男,董事,杨文胜
57岁,601001,晋能控股山西煤业股份有限公司,男,董事,刘杰
50岁,601001,晋能控股山西煤业股份有限公司,男,董事,荣君
62岁,601002,晋亿实业股份有限公司,男,副总经理,欧元程
68岁,601002,晋亿实业股份有限公司,男,副总经理,滑明奇
40岁,601002,晋亿实业股份有限公司,女,副总经理,车佩芬
54岁,601002,晋亿实业股份有限公司,男,副总经理,俞杰
60岁,601002,晋亿实业股份有限公司,女,财务负责人,薛玲
57岁,601000,唐山港集团股份有限公司,男,"副董事长,董事",米献炜
50岁,601000,唐山港集团股份有限公司,男,"副董事长,董事",张小强
54岁,601000,唐山港集团股份有限公司,男,董事,李建振
48岁,601000,唐山港集团股份有限公司,男,董事,张小锐
55岁,601000,唐山港集团股份有限公司,女,董事,单利霞
57岁,601000,唐山港集团股份有限公司,女,董事,孟玉梅
60岁,601000,唐山港集团股份有限公司,男,董事,金东光
55岁,601000,唐山港集团股份有限公司,男,董事,李立东
58岁,600999,招商证券股份有限公司,男,监事,张震
52岁,600999,招商证券股份有限公司,男,监事,李晓霏
52岁,600999,招商证券股份有限公司,女,职工监事,沈卫华
51岁,600999,招商证券股份有限公司,女,职工监事,尹虹艳
47岁,600999,招商证券股份有限公司,女,职工监事,何敏
57岁,600999,招商证券股份有限公司,男,总裁,吴宗敏
47岁,600999,招商证券股份有限公司,男,"董事会秘书,副总裁",吴慧峰
53岁,600999,招商证券股份有限公司,男,副总裁,赵斌
50岁,600999,招商证券股份有限公司,男,副总裁,张浩川
58岁,600999,招商证券股份有限公司,男,"首席风险官,合规总监",胡宇
50岁,601006,大秦铁路股份有限公司,女,"董事会秘书,副总经理",张利荣
40岁,601006,大秦铁路股份有限公司,男,副总经理,常巍
47岁,601006,大秦铁路股份有限公司,男,副总经理,朱士强
59岁,601006,大秦铁路股份有限公司,男,总会计师,田惠民
59岁,600996,贵州省广播电视信息网络股份有限公司,男,"董事长,董事",李巍
51岁,600997,开滦能源化工股份有限公司,男,"董事长,董事",彭余生
60岁,600993,马应龙药业集团股份有限公司,男,"董事长,董事",陈平
59岁,600992,贵州钢绳股份有限公司,男,"董事长,董事",王小刚
48岁,600992,贵州钢绳股份有限公司,男,董事,杨程
67岁,600998,九州通医药集团股份有限公司,男,独立董事,曾湘泉
60岁,600998,九州通医药集团股份有限公司,女,独立董事,陆银娣
60岁,600998,九州通医药集团股份有限公司,男,独立董事,汤谷良
57岁,600998,九州通医药集团股份有限公司,男,监事会主席,温旭民
57岁,600998,九州通医药集团股份有限公司,男,监事,林新扬
32岁,600998,九州通医药集团股份有限公司,男,职工监事,肖亚
52岁,601001,晋能控股山西煤业股份有限公司,男,董事,刘泽
51岁,601001,晋能控股山西煤业股份有限公司,男,董事,王琦
44岁,601001,晋能控股山西煤业股份有限公司,男,独立董事,汪文生
62岁,601001,晋能控股山西煤业股份有限公司,男,独立董事,刘啸峰
54岁,601001,晋能控股山西煤业股份有限公司,男,独立董事,张秋生
52岁,601001,晋能控股山西煤业股份有限公司,女,独立董事,石静霞
59岁,601001,晋能控股山西煤业股份有限公司,女,独立董事,王丽珠
59岁,601001,晋能控股山西煤业股份有限公司,男,监事会主席,蒋煜
41岁,601001,晋能控股山西煤业股份有限公司,男,监事,李达
59岁,601000,唐山港集团股份有限公司,男,董事,李学江
52岁,601000,唐山港集团股份有限公司,女,独立董事,肖翔
54岁,601000,唐山港集团股份有限公司,男,独立董事,张子学
58岁,601000,唐山港集团股份有限公司,男,独立董事,杨志明
55岁,601000,唐山港集团股份有限公司,男,独立董事,徐扬
56岁,601000,唐山港集团股份有限公司,男,独立董事,李岳军
49岁,601000,唐山港集团股份有限公司,男,监事会主席,张志辉
54岁,600999,招商证券股份有限公司,男,首席信息官,霍达
57岁,600996,贵州省广播电视信息网络股份有限公司,男,董事,谭伍衡
50岁,600996,贵州省广播电视信息网络股份有限公司,男,董事,张小剑
56岁,600996,贵州省广播电视信息网络股份有限公司,男,董事,谭湘
41岁,600996,贵州省广播电视信息网络股份有限公司,男,董事,王登发
51岁,600996,贵州省广播电视信息网络股份有限公司,男,独立董事,范其勇
52岁,600996,贵州省广播电视信息网络股份有限公司,女,独立董事,赵敏
56岁,600996,贵州省广播电视信息网络股份有限公司,男,独立董事,李红滨
47岁,600997,开滦能源化工股份有限公司,男,"副董事长,董事",卞立国
57岁,600997,开滦能源化工股份有限公司,男,董事,房承宣
51岁,600997,开滦能源化工股份有限公司,男,董事,张永军
37岁,600997,开滦能源化工股份有限公司,男,董事,孙士强
50岁,600997,开滦能源化工股份有限公司,男,董事,杨喜民
50岁,600997,开滦能源化工股份有限公司,男,独立董事,伏军
56岁,600997,开滦能源化工股份有限公司,女,独立董事,梁俊娇
60岁,600997,开滦能源化工股份有限公司,男,独立董事,李凤明
50岁,600997,开滦能源化工股份有限公司,男,监事会主席,董立满
44岁,600993,马应龙药业集团股份有限公司,男,董事,夏有章
36岁,600993,马应龙药业集团股份有限公司,男,董事,刘平安
47岁,600993,马应龙药业集团股份有限公司,男,董事,徐飚
52岁,600993,马应龙药业集团股份有限公司,女,董事,曾严
36岁,600993,马应龙药业集团股份有限公司,男,董事,周岳
40岁,600993,马应龙药业集团股份有限公司,男,独立董事,毛鹏
40岁,600993,马应龙药业集团股份有限公司,女,独立董事,齐珺
50岁,600993,马应龙药业集团股份有限公司,男,独立董事,张勇慧
57岁,600993,马应龙药业集团股份有限公司,男,监事会主席,王礼德
56岁,600993,马应龙药业集团股份有限公司,男,监事,谢业祥
51岁,600992,贵州钢绳股份有限公司,男,董事,马明刚
51岁,600992,贵州钢绳股份有限公司,男,董事,马显红
58岁,600992,贵州钢绳股份有限公司,男,董事,梁鹏
54岁,600992,贵州钢绳股份有限公司,男,董事,袁湍洪
45岁,600992,贵州钢绳股份有限公司,女,独立董事,马英
59岁,600992,贵州钢绳股份有限公司,男,独立董事,李长荣
52岁,600992,贵州钢绳股份有限公司,女,独立董事,宋蓉
53岁,600992,贵州钢绳股份有限公司,男,监事会主席,陈杰
48岁,600990,四创电子股份有限公司,男,"董事长,董事",王玉宝
48岁,600989,宁夏宝丰能源集团股份有限公司,男,"董事长,董事",党彦宝
66岁,600988,赤峰吉隆黄金矿业股份有限公司,男,"董事长,董事",王建华
36岁,600998,九州通医药集团股份有限公司,男,总经理,贺威
39岁,600998,九州通医药集团股份有限公司,男,董事会秘书,刘志峰
58岁,600998,九州通医药集团股份有限公司,男,"副总经理,财务总监",王启兵
44岁,600998,九州通医药集团股份有限公司,4,副总经理,郭磊
47岁,600998,九州通医药集团股份有限公司,女,副总经理,杨菊美
33岁,600998,九州通医药集团股份有限公司,女,副总经理,全铭
44岁,600998,九州通医药集团股份有限公司,男,副总经理,张青松
42岁,600998,九州通医药集团股份有限公司,男,副总经理,于靖韬
55岁,601001,晋能控股山西煤业股份有限公司,男,职工监事,范世兴
50岁,601001,晋能控股山西煤业股份有限公司,男,职工监事,闫德胜
47岁,601001,晋能控股山西煤业股份有限公司,男,职工监事,王智君
54岁,601001,晋能控股山西煤业股份有限公司,男,总经理,谷敬煊
50岁,601001,晋能控股山西煤业股份有限公司,女,董事会秘书,李菊平
41岁,601001,晋能控股山西煤业股份有限公司,男,副总经理,郝智文
49岁,601001,晋能控股山西煤业股份有限公司,男,总会计师,尹济民
52岁,601001,晋能控股山西煤业股份有限公司,男,总工程师,胡锦元
49岁,601000,唐山港集团股份有限公司,女,监事,肖湘
45岁,601000,唐山港集团股份有限公司,女,监事,季忻宇
39岁,601000,唐山港集团股份有限公司,男,监事,刘鵾
46岁,601000,唐山港集团股份有限公司,女,监事,涂骞
54岁,601000,唐山港集团股份有限公司,女,监事,高海英
54岁,601000,唐山港集团股份有限公司,男,职工监事,孙景刚
52岁,601000,唐山港集团股份有限公司,男,职工监事,杨希安
44岁,601000,唐山港集团股份有限公司,男,职工监事,杨光1
45岁,601000,唐山港集团股份有限公司,男,职工监事,徐田辉
59岁,600996,贵州省广播电视信息网络股份有限公司,男,监事会主席,杨建平
45岁,600996,贵州省广播电视信息网络股份有限公司,男,监事,陈慕风
49岁,600996,贵州省广播电视信息网络股份有限公司,男,职工监事,王强
52岁,600996,贵州省广播电视信息网络股份有限公司,男,职工监事,雷见智
52岁,600996,贵州省广播电视信息网络股份有限公司,男,董事会秘书,黄宗文
33岁,600997,开滦能源化工股份有限公司,男,监事,苏耀
53岁,600997,开滦能源化工股份有限公司,男,监事,齐建臣
47岁,600997,开滦能源化工股份有限公司,男,职工监事,曹英军
51岁,600997,开滦能源化工股份有限公司,男,职工监事,刘新兵
47岁,600997,开滦能源化工股份有限公司,男,总经理,卞立国
49岁,600997,开滦能源化工股份有限公司,女,"董事会秘书,总会计师",张嘉颖
57岁,600997,开滦能源化工股份有限公司,男,副总经理,房承宣
57岁,600997,开滦能源化工股份有限公司,男,副总经理,侯树忠
53岁,600997,开滦能源化工股份有限公司,男,副总经理,孙汉玉
55岁,600993,马应龙药业集团股份有限公司,男,监事,叶奇
44岁,600993,马应龙药业集团股份有限公司,男,总经理,夏有章
41岁,600993,马应龙药业集团股份有限公司,女,"董事会秘书,副总经理",马倩
